,sentiment,content,polarity
13639,sadness,jeremydurden I really miss you right now,negative
13640,worry,Ouuchh I hurt my index finger ahhhh,negative
13641,neutral,Another day  Casino de Montreal,neutral
13642,neutral,ftsk L havent listened to them in a while so fucking pissed off my with so called friends cant wait to leave this shitty school,neutral
13643,love,Stressed  I want prom to be perfect for me amp my babe and shit aint looking to good right now,positive
13644,sadness,brianna_love aw im not goanna get to see you tonight   cos i have to leave tots early to go to missys bday party pullin a double haha,negative
13645,sadness,tinytim2701 Cant go out this weekend 12 hours of exams next week prevent it  Got my uni summerball next Sat though should be good,negative
13646,neutral,kafryn i cant,neutral
13647,surprise,oyfreakinvey u can eat sashimi just not rice,positive
13648,relief,TODAY IS A GOOD DAY BUT ITS COLD,positive
13649,neutral,I want to watch the movie quotUpquot but no one wants to watch it with me,neutral
13650,worry,Really struggling with my packaging design,negative
13651,sadness,Sticks and stones may break my bonesbut words will hurt forever,negative
13652,worry,Im really full and I feel sick,negative
13653,worry,I keep pulling out my knitting at my desk and then putting it back  Not good  Not good    Tminus 15 minutes till release,negative
13654,worry,BrittanyASnow LOL YOU ALWAYS FORGET ME,negative
13655,worry,JustPlainMeg im sorry  i wish that i was there instead it would give you a good excuse to get away from him hehei love you lt3,negative
13656,sadness,chickwoman97  im riding the highs and lows of moods now chores blow,negative
13657,worry,this is sooo crazy i have fever,negative
13658,surprise,iamyoushouldtoo Oh Im jealous how surprising,positive
13659,sadness,AC in our building died  Been like that for the past 3 days,negative
13660,sadness,leathermartini Awwwh    Sorry  Well be glad when youre closer to us though,negative
13661,worry,Its going to be a very long weekend Very long,negative
13662,surprise,contentwhore Okay Im all out of ideas,positive
13663,worry,rvca i had a blast at the sale today had one pair of cords mis sized tho  but still worth it might come back tomorrow thankssss,negative
13664,neutral,DChi606 Sadly all I have is the Stanley Steemer 800 number,neutral
13665,worry,getting our site transferred over to a new server  this is going to be quite a job,negative
13666,sadness,Awww that lil girl on bgt  when they said she didnt have time  that was soo sad  and them huggin her,negative
13667,sadness,Trying to decide on a movie with the friends not going to well lol p  No bible study 2nite which means no bday cake  buy my own,negative
13668,sadness,saddest celeb story of the week  httpbitlyh09Ph,negative
13669,worry,Just finished curling her hair And now has to finish getting ready but doesnt have a ribbon to put in her hair,negative
13670,sadness,Holidays are now over  not fair,negative
13671,worry,Guess I should have called  See ya,negative
13672,love,im gonna miss eddy if were half the country apart,positive
13673,neutral,Not going to the dance recital and now i feel like a piece of shit cuz it cost so much money,neutral
13674,worry,kwwheeler  Whats all your fault,negative
13675,surprise,Fuck I cut my finger,positive
13676,worry,gillianre no they didnt,negative
13677,love,mitchelmusso Think you should do a tour in England we dont got to see any aweomse people ,positive
13678,neutral,woken up by mum work,neutral
13679,sadness,Stupid Twitter  now Im faceless ,negative
13680,sadness,johnhensel hate u  I have 2 wait one week to see it cuz here Puerto Rico is still coming soon,negative
13681,worry,ebassman Right here Army Wife in Germany I cant STAND that I cannot be there this summer,negative
13682,surprise,TaLisaDuhhh you stopped followin me,positive
13683,sadness,mitchelmusso i wish i could but it would cost too much to call you all the way from the UK,negative
13684,fun,have an extra Justin Rutledge ticket for the Mod Club tonight,positive
13685,worry,beley Its so not like me  Im in the middle of coordinating a 3point move stuff from IL gt old NYC apt  all stuff gt new apt,negative
13686,hate,Needs to unfollow some tweeps its not that I dislike you but I cant keep up with you tweeting literally every 2 minutes Sorry,negative
13687,worry,Im being a lazy bumboo for jack he always works on fridays,negative
13688,sadness,mitchelmusso is the album getting a uk release if not ill have to order it and pay a huge amount to get it shipped to the uk,negative
13689,worry,gregverdino I cant believe you tweeted that It was our special moment,negative
13690,happiness,AboutLittleRock Wow mhenslee is constantly ranting about his love for Genghis Grill too Never been there not here in Colorado,positive
13691,happiness,Tomorrow it will be a warm day  For some reason I dont like the sun that much xD But Ill go swim D So thats better xD,positive
13692,hate,My car might have to be totaled,negative
13693,worry,rushing to sitter to pick up my 103Ffevered preschooler,negative
13694,sadness,mitchelmusso i cant i cant i cant  im sad im from venezuela,negative
13695,worry,I swear its so hot I dont want to leave my house  Is it hot where your at,negative
13696,neutral,Rysherd yes My coworkers dont go to bars with me,neutral
13697,worry,SidanArchion Its all over nownow I have to go talk to people in Melrosecashier registrar etc All those unfun places,negative
13698,surprise,3OH3  Rich man is amazing really cant be bothered for school on Monday,positive
13699,anger,Gah I sprained my LEFT ankle Just after I got over the torn ligament for my right foot Looks like its back to walking with a cane,negative
13700,empty,went to the dmv todaysome things never change,neutral
13701,worry,TimothyTheron hmm sorry I went mia there,negative
13702,neutral,In Yucaipa Gonna watch the game alone or what,neutral
13703,worry,3spur I work at Schneider Electric but not much longer They are sending our jobs to Mexico,negative
13704,neutral,Sad news  Young Quinland Buildings whitegloved elevator operator has retired   httptinyurlcomne6mlu,neutral
13705,worry,ChuckGysi  oh sorry  I misunderstood Im not 100 sure but Im thinking there isnt,negative
13706,neutral,Just got back from school Ugh I dont want to go to the dance tonight,neutral
13707,hate,FollowActive Oh so nooooowwww youre too busy for medam I see how it is How long we known each other,negative
13708,surprise,unahealy wish i could go but I have an exam the day after the only one i could to go to so im not allowed  are you touring next year,positive
13709,worry,ouch my back Im sick of having a pamela anderson esque chest,negative
13710,sadness,everyones just set to quotAwayquot on msn nobody to talk to ,negative
13711,sadness,HeroBeth That was my entire week I didnt get to design once while at my GRAPHIC DESIGN job only at home doing freelance Sad,negative
13712,neutral,Geeblink A eu fiz de chocolate,neutral
13713,neutral,i tried calling work 5 times and they wont answer,neutral
13714,hate,simplyvanessa why you never answer me  wath i say to you,negative
13715,neutral,dollyblowflake Hi there  I agree  Small children should be running about happy not breaking down in tears,neutral
13716,enthusiasm,cerealck1 i want one so bad  get one for me  ,positive
13717,hate,my dads being an ass,negative
13718,relief,wow i broke my toe today on a stupid piece of concrete  LAME job searching then sight seeing with Brittany,positive
13719,love,MissKibbles Thanks thought that may have been the case  chap here doing awful job of Addicted on BGTalent,positive
13720,fun,rickblanton Not married any more Silly man That was done long ago you do read my tweets Barely escaped wout paying him alimony,positive
13721,love,lizzie123x aww sweetie  you could always take a break and read or write something happier thatll make you feel better,positive
13722,worry,Now standing because my tailbone is killing me,negative
13723,sadness,Clumsyflic the kid that got a second chance shudnt have mowgli didnt gutted,negative
13724,worry,So freaking close to getting my car back Told me I could pick it up then call back to tell me there is a crack in the mfing windshied,negative
13725,sadness,really really misses her,negative
13726,worry,does not want to go to sixth period,negative
13727,sadness,oh yes the Cavs win game5 now onto game6 its still danger they HAVE to win this one either its no shot for the championship,negative
13728,hate,ughh feel rubbish,negative
13729,neutral, the office craving ice cream,neutral
13730,worry,deff workin this weekened,negative
13731,hate,bgt What happened Greg  That was a rubbish follow up,negative
13732,sadness,Damn I never knew I could miss my phone so much for 4 hours till they told me I wont have it back till then,negative
13733,sadness,playing with Zeke hes leaving today,negative
13734,worry,ChantelleDaily sold out in 6 stores i dont think so,negative
13735,worry,Just finished taking world geograhy final I think I did bad,negative
13736,sadness,KellyCombs  Im bummed to miss you   Hope you enjoy your writing conf tho,negative
